一	いち
如在無い	じょさいない
如実	にょじつ
如実知見	にょじつちけん
如意	にょい
如意自在	にょいじざい
如才	じょさい
如才ない	じょさいない
如才無い	じょさいない
如是	にょぜ
如是我聞	にょぜがもん
如月	きさらぎ
如来	にょらい
如来禅	にょらいぜん
如来蔵	にょらいぞう
如法	にょほう
如法暗夜	にょほうあんや
如菩薩	にょぼさつ
如雨露	じょうろ
如露	じょうろ
如露如電	にょろにょでん
妃	ひ
妃殿下	ひでんか
妄りがましい	みだりがましい
妄りに	みだりに
妄信	ぼうしん
妄動	ぼうどう
妄執	もうしゅう
妄弁	ぼうべん
妄心	もうしん
妄念	もうねん
妄想	もうそう
妄想症	もうそうしょう
妄挙	ぼうきょ
妄断	もうだん
妄用	ぼうよう
妄言	ぼうげん
妄言多謝	もうげんたしゃ
妄評	ぼうひょう
妄語	もうご
妄語戒	もうごかい
妄説	ぼうせつ
妊む	はらむ
妊る	みごもる
妊娠	にんしん
妊娠中毒症	にんしんちゅうどくしょう
妊娠中絶	にんしんちゅうぜつ
妊娠時	にんしんじ
妊婦	にんぷ
妊婦服	にんぷふく
妊産婦	にんさんぷ
妓	ぎ
妓女	ぎゅう
妓楼	ぎろう
妓生	キーセン
妖しい	あやしい
妖女	ようじょ
妖婆	ようば
妖婦	ようふ
妖怪	ようかい
妖怪ハンター	ようかいハンター
妖怪変化	ようかいへんげ
妖気	ようき
妖異	ようい
妖精	ようせい
妖艶	ようえん
妖術	ようじゅつ
妖術師	ようじゅつし
妖術者	ようじゅつしゃ
妖雲	よううん
妖魔	ようま
妙	みょう
妙ちくりん	みょうちくりん
妙なる調べ	たえなるしらべ
妙な話	みょうなはなし
妙な話だが	みょうなはなしだが
妙に思う	みょうにおもう
妙を得ている	みょうをえている
妙味	みょうみ
妙境	みょうきょう
妙所	みょうしょ
妙手	みょうしゅ
妙技	みょうぎ
妙技神に入る	みょうぎしんにいる
妙案	みょうあん
妙法	みょうほう
妙法蓮華経	みょうほうれんげきょう
妙王	みょうおう
妙用	みょうよう
妙竹林	みょうちくりん
妙策	みょうさく
妙薬	みょうやく
妙計	みょうけい
妙趣	みょうしゅ
妙齢	みょうれい
妥協	だきょう
妥協案	だきょうあん
妥協点	だきょうてん
妥当	だとう
妥当性	だとうせい
妥結	だけつ
妨げ	さまたげ
妨げる	さまたげる
妨害	ぼうがい
妨害工作	ぼうがいこうさく
妨害戦術	ぼうがいせんじゅつ
妨害放送	ぼうがいほうそう
妨害物	ぼうがいぶつ
妨害行為	ぼうがいこうい
妨業	ぼうぎょう
妨業員	ぼうぎょういん
妨碍	ぼうがい
妬く	やく
妬ましい	ねたましい
妬み	ねたみ
妬む	そねむ
妬心	としん
妹	いもうと
妹さん	いもうとさん
妹分	いもうとぶん
妹娘	いもうとむすめ
妹婿	いもうとむこ
妹背鳥	いもせどり
妻	つま
妻せる	めあわせる
妻の座	つまのざ
妻合せる	めあわせる
妻合わせる	めあわせる
妻女	さいじょ
妻妾	さいしょう
妻子	さいし
妻子を携える	さいしをたずさえる
妻子持ち	さいしもち
妻子眷属	さいしけんぞく
妻室	さいしつ
妻帯	さいたい
妻帯者	さいたいしゃ
妻戸	つまど
妾	めかけ
妾出	しょうしゅつ
妾宅	しょうたく
妾腹	しょうふく
姉	あね
姉さん	あねさん
姉さん女房	あねさんにょうぼう
姉ちゃん	ねえちゃん
姉上	あねうえ
姉君	あねぎみ
姉妹	しまい
姉妹げんか	きょうだいげんか
姉妹会社	しまいがいしゃ
姉妹喧嘩	きょうだいげんか
姉妹校	しまいこう
姉妹編	しまいへん
姉妹都市	しまいとし
姉婿	あねむこ
姉弟	してい
姉御	あねご
姉様人形	あねさまにんぎょう
姉貴	あねき
始まらない	はじまらない
始まり	はじまり
始まる	はじまる
始め	はじめ
始めから	はじめから
始めに	はじめに
始めに言葉ありき	はじめにことばありき
始めは	はじめは
始めまして	はじめまして
始める	はじめる
始値	はじめね
始動	しどう
始原	しげん
始新世	ししんせい
始期	しき
始末	しまつ
始末屋	しまつや
始末書	しまつしょ
始業	しぎょう
始業式	しぎょうしき
始球式	しきゅうしき
始生代	しせいだい
始発	しはつ
始発駅	しはつえき
始祖	しそ
始祖鳥	しそちょう
始終	しじゅう
姐	あね
姐さん	ねえさん
姐御	あねご
姑	しゅうとめ
姑息	こそく
姓	かばね
姓が変わる	せいがかわる
姓名	せいめい
姓名不詳	せいめいふしょう
姓名判断	せいめいはんだん
姓氏	せいし
委しい	くわしい
委せる	まかせる
委ねる	ゆだねる
委付	いふ
委付者	いふしゃ
委付通知書	いふつうちしょ
委任	いにん
委任代理人	いにんだいりにん
委任状	いにんじょう
委任状による代理人	いにんじょうによるだいりにん
委任立法	いにんりっぽう
委任統治	いにんとうち
委員	いいん
委員付託	いいんふたく
委員会	いいんかい
委員会に諮る	いいんかいにはかる
委員会を置く	いいんかいをおく
委員会制度	いいんかいせいど
委員長	いいんちょう
委嘱	いしょく
委曲	いきょく
委曲を尽くす	いきょくをつくす
委棄	いき
委細	いさい
委細面談	いさいめんだん
委縮	いしゅく
委託	いたく
委託保証金	いたくほしょうきん
委託売買	いたくばいばい
委託契約書	いたくけいやくしょ
委託生	いたくせい
委託研究	いたくけんきゅう
委託者	いたくしゃ
委託販売	いたくはんばい
委譲	いじょう
姥	うば
姥彼岸	うばひがん
姥捨て	うばすて
姥捨て山	うばすてやま
姥桜	うばざくら
姥目樫	ウバメガシ
姥貝	うばがい
姥鮫	うばざめ
姦しい	やかましい
姦する	かんする
姦人	かんじん
姦夫	かんぷ
姦夫姦婦	かんぷかんぷ
姦婦	かんぷ
姦悪	かんあく
姦智	かんち
姦淫	かんいん
姦物	かんぶつ
姦策	かんさく
姦計	かんけい
姦通	かんつう
姦通罪	かんつうざい
姦黠	かんかつ
姪	めい
姪っ子	めいっこ
姪子	めいっこ
姪孫	てっそん
姪御	めいご
姫	ひめ
姫さま	ひめさま
姫ウォンバット	ひめウォンバット
姫君	ひめぎみ
姫土斑猫	ひめつちはんみょう
姫垣	ひめがき
姫墻	ひめがき
姫始め	ひめはじめ
姫宮	ひめみや
姫小松	ひめこまつ
姫御子	ひめみこ
姫楮	ひめこうぞ
姫様	ひめさま
姫沙羅	ひめしゃら
姫海燕	ひめうみつばめ
姫百合	ひめゆり
姫著莪	ひめしゃが
姫蜂	ひめばち
姫蟻	ひめあり
姫雨燕	ひめあまつばめ
姫鱒	ひめます
姫黄金	ひめこがね
姻戚	いんせき
姻族	いんぞく
姿	すがた
姿を消す	すがたをけす
姿を現す	すがたをあらわす
姿勢	しせい
姿勢を正す	しせいをただす
姿勢反射	しせいはんしゃ
姿形	すがたかたち
姿態	したい
姿焼き	すがたやき
姿絵	すがたえ
姿見	すがたみ
姿造り	すがたづくり
威ありて猛からず	いありてたけからず
威を振るう	いをふるう
威丈高	いたけだか
威令	いれい
威信	いしん
威儀	いぎ
威儀細	いぎぼそ
威光	いこう
威力	いりょく
威勢	いせい
威厳	いげん
威名	いめい
威喝	いかつ
威嚇	いかく
威嚇射撃	いかくしゃげき
威嚇的	いかくてき
威圧	いあつ
威圧的	いあつてき
威容	いよう
威張り散らす	いばりちらす
威張り腐る	いばりくさる
威張る	いばる
威徳	いとく
威有って猛からず	いあってたけからず
威服	いふく
威権	いけん
威武	いぶ
威迫	いはく
威風	いふう
威風凛々	いふうりんりん
威風凛凛	いふうりんりん
威風堂々	いふうどうどう
威風堂堂	いふうどうどう
娃鬟	あいかん
娑婆	しゃば
娑婆っ気	しゃばっけ
娑婆ッ気	しゃばっけ
娑婆気	しゃばき
娑羅	しゃら
娑羅双樹	さらそうじゅ
娘	むすめ
娘さん	むすめさん
娘婿	むすめむこ
娘子	じょうし
娘子軍	じょうしぐん
娘役	むすめやく
娘心	むすめごころ
娘核	じょうかく
娘盛り	むすめざかり
娘細胞	じょうさいぼう
娯しい	たのしい
娯楽	ごらく
娯楽場	ごらくじょう
娯楽室	ごらくしつ
娯楽施設	ごらくしせつ
娯楽番組	ごらくばんぐみ
娯楽街	ごらくがい
娵	よめ
娶る	めとる
娼妓	しょうぎ
娼婦	しょうふ
娼家	しょうか
婀娜	あだ
婀娜っぽい	あだっぽい
婆	ばば
婆あ	ばば
婆さん	ばあさん
婆や	ばあや
婆抜き	ババぬき
婆羅門	ばらもん
婆羅門教	バラモンきょう
婉曲	えんきょく
婉曲表現	えんきょくひょうげん
婉曲迂遠	えんきょくうえん
婉然	えんぜん
婚儀	こんぎ
婚前交渉	こんぜんこうしょう
婚外交渉	こんがいこうしょう
婚外子	こんがいし
婚外性交	こんがいせいこう
婚姻	こんいん
婚姻届	こんいんとどけ
婚姻届け書	こんいんとどけしょ
婚姻届書	こんいんとどけしょ
婚姻手続	こんいんてつづき
婚姻手続き	こんいんてつづき
婚姻法	こんいんほう
婚姻色	こんいんしょく
婚姻要件具備証明書	こんいんようけんぐびしょうめいしょ
婚家	こんか
婚期	こんき
婚礼	こんれい
婚礼の儀	こんれいのぎ
婚礼衣装	こんれいいしょう
婚約	こんやく
婚約指輪	こんやくゆびわ
婚約破棄	こんやくはき
婚約者	こんやくしゃ
婢	ひ
婦	よめ
婦人	ふじん
婦人の地位を高める	ふじんのちいをたかめる
婦人会	ふじんかい
婦人参政権	ふじんさんせいけん
婦人問題	ふじんもんだい
婦人服	ふじんふく
婦人病	ふじんびょう
婦人科	ふじんか
婦人科医	ふじんかい
婦人科学	ふじんかがく
婦人警官	ふじんけいかん
婦人運動	ふじんうんどう
婦人靴	ふひとくつ
婦女	ふじょ
婦女子	ふじょし
婦女暴行	ふじょぼうこう
婦徳	ふとく
婦警	ふけい
婦道	ふどう
婦選	ふせん
婦長	ふちょう
婿	むこ
婿入	むこいり
婿入り	むこいり
婿取り	むことり
婿選び	むこえらび
婿養子	むこようし
媒介	ばいかい
媒介変数	ばいかいへんすう
媒介物	ばいかいぶつ
媒体	ばいたい
媒体終端	ばいたいしゅうたん
媒染	ばいせん
